condition,weight,time,class,cor,pval
wt,3,790,3,0.5609393780097286,0.09161061429147717
wt,3,795,2,0.313261542598555,0.49389593281307675
wt,3,795,3,0.5687520938823915,0.08621422934152122
wt,3,800,2,0.3172003437532782,0.48818073459266315
wt,3,800,3,0.5700585994375044,0.08533222472831692
wt,3,805,2,0.31867100599536247,0.4860528846170823
wt,3,805,3,0.5702000745339257,0.08523706618842053
wt,3,810,2,0.3225646536082751,0.4804354032681998
wt,3,810,3,0.5731963935335607,0.08323768977306704
wt,3,815,2,0.33390956930310706,0.4642030804889886
wt,3,815,3,0.577743036403338,0.08026192633065923
wt,3,820,2,0.3516117672206351,0.4392891314123426
wt,3,820,3,0.5806240247196517,0.07841237263504866
wt,3,825,2,0.3578947675881037,0.43057161299682556
wt,3,825,3,0.583078213353069,0.0768587459490216
wt,3,830,2,0.3474539634420681,0.4450944379977689
wt,3,830,3,0.5874582118322639,0.07413582094473872
wt,3,835,2,0.3680072082906059,0.4166823549219708
wt,3,835,3,0.5923337243288002,0.07117943541216681
wt,3,840,2,0.3872529278079951,0.3907444269535455
wt,3,840,3,0.5997021388647686,0.06685894860861392
wt,3,845,2,0.3962764399641392,0.3788134404136224
wt,3,845,3,0.6042337965109169,0.06428899571935708
wt,3,850,2,0.3998102851090916,0.37418191032095194
wt,3,850,3,0.6108381254965374,0.06066098536490356
wt,3,855,2,0.3961834851182424,0.37893558202800337
wt,3,855,3,0.6124280887259516,0.05980815845649067
wt,3,860,2,0.40682156036906336,0.3650619456179222
wt,3,860,3,0.619853211314103,0.055930054099131786
wt,3,865,2,0.4160896666890981,0.35314938664508516
wt,3,865,3,0.6216792723320419,0.055002484829389804
wt,3,870,2,0.4266505904584993,0.3397770579915861
wt,3,870,3,0.6245689356434398,0.053555553719832394
wt,3,875,2,0.43712534561244337,0.3267303292551144
wt,3,875,3,0.6282675166450519,0.051740703436548866
wt,3,880,2,0.4481334280529327,0.31325614122207657
wt,3,880,3,0.6347307597132752,0.04866823738868763
wt,3,885,2,0.45556834697014914,0.30429520506825486
wt,3,885,3,0.6360463064129822,0.04805812663033468
wt,3,890,2,0.4566353748162223,0.3030185059873852
wt,3,890,3,0.6398250282154966,0.046334094738319745
wt,3,895,2,0.4693837175852857,0.28794844502168904
wt,3,895,3,0.644306166153622,0.04434376557542606
wt,3,900,2,0.5014460774668531,0.25157777380735097
wt,3,900,3,0.647473618528609,0.04297200302574664
wt,3,905,2,0.508193797922099,0.24420933832715924
wt,3,905,3,0.6509391933361744,0.04150406522212198
wt,3,910,2,0.49119558178544487,0.2629633941099807
wt,3,910,3,0.6528312280724246,0.040717045697260965
wt,3,915,2,0.49204165564242697,0.2620149139630035
wt,3,915,3,0.6563796420114625,0.03926821727096789
wt,3,920,2,0.4996934059374644,0.25350816706761964
wt,3,920,3,0.6580182758238922,0.03861104175736075
wt,3,925,2,0.5117746121519473,0.24034029350280953
wt,3,925,3,0.6629440467174705,0.03668029395812364
wt,3,930,2,0.5197754260539632,0.2317994078072454
wt,3,930,3,0.6643821418480654,0.03612916115527228
wt,3,935,2,0.5289473367168758,0.22218655413745084
wt,3,935,3,0.6667099339275807,0.0352489770704999
wt,3,940,2,0.5351029427628763,0.2158427384116272
wt,3,940,3,0.6674192913281191,0.03498366894207619
wt,3,945,2,0.5318199806227849,0.21921526065368568
wt,3,945,3,0.6698249825459337,0.034093986612680025
wt,3,950,2,0.5366281101522282,0.214284399952119
wt,3,950,3,0.6716876743746681,0.03341574836165429
wt,3,955,2,0.5489443397210448,0.20189764856493506
wt,3,955,3,0.6755808457759489,0.03202786188082941
wt,3,960,2,0.5580380397273856,0.19297910156115677
wt,3,960,3,0.67828341633015,0.03108780019992993
wt,3,965,2,0.563612322837187,0.1876084857471558
wt,3,965,3,0.6799803597972675,0.030507235070781184
wt,3,970,2,0.5642735832258037,0.18697626656298882
wt,3,970,3,0.6823060551201057,0.029723616484265643
wt,3,975,2,0.5686691356827963,0.1828001569719755
wt,3,975,3,0.6877807477894582,0.02793338673136976
wt,3,980,2,0.5791154673141224,0.1730603633070375
wt,3,980,3,0.6895220779451137,0.027379792524446032
wt,3,985,2,0.5779169125337974,0.17416457309405473
wt,3,985,3,0.6926758409376746,0.02639635270648645
wt,3,990,2,0.58368153419876,0.16888539252343487
wt,3,990,3,0.6937382512404172,0.026070585535399645
wt,3,995,2,0.5942914968836465,0.15937884665342442
wt,3,995,3,0.6949032616116133,0.025716536535652548
wt,3,1e3,2,0.6051417020127751,0.1499404466875707
wt,3,1e3,3,0.697048260327446,0.025073313894088213
wt,3,1005,2,0.6094786339027809,0.14624850522046087
wt,3,1005,3,0.6983308590960431,0.024694021509012645
wt,3,1010,2,0.6140087198516958,0.1424415624319355
wt,3,1010,3,0.7008426463081489,0.023962677074702725
wt,3,1015,2,0.6180227985659287,0.13911057740292393
wt,3,1015,3,0.7036581292058912,0.023160759364103948
wt,3,1020,2,0.6235241555039324,0.1346101970541555
wt,3,1020,3,0.7073192635134251,0.022145855865400826
wt,3,1025,2,0.6291569080935386,0.13008018098992408
wt,3,1025,3,0.7094572469593068,0.02156758650367223
wt,3,1030,2,0.6361701332630815,0.1245504210244308
wt,3,1030,3,0.7098823538338994,0.0214538605283705
wt,3,1035,2,0.6418808648743756,0.12013844615159729
wt,3,1035,3,0.7113685566498458,0.021059518196357496
wt,3,1040,2,0.6480680165472562,0.11545067117990328
wt,3,1040,3,0.7114773056295929,0.021030861194301677
wt,3,1045,2,0.6575989916857479,0.10841777264760356
wt,3,1045,3,0.7133180391234831,0.02054987525064671
wt,3,1050,2,0.6648389167431076,0.10322856832954312
wt,3,1050,3,0.7153045731623595,0.02003937604313072
wt,3,1055,2,0.6583011845822143,0.1079086801718376
wt,3,1055,3,0.7172717223690328,0.0195425650639213
wt,3,1060,2,0.6616974559280684,0.10546394102765345
wt,3,1060,3,0.7198415031971908,0.018906482237223455
wt,3,1065,2,0.6735619290358306,0.09715248006748747
wt,3,1065,3,0.7202560861819127,0.01880522431994053
wt,3,1070,2,0.6851542823161538,0.08937634315852729
wt,3,1070,3,0.7228043479698555,0.018191073267729063
wt,3,1075,2,0.6884760709407329,0.0872110184100512
wt,3,1075,3,0.7235555589066418,0.018012714315807168
wt,3,1080,2,0.6915889008493261,0.08520737236277394
wt,3,1080,3,0.7240193125960758,0.017903213582369803
wt,3,1085,2,0.6937303170113412,0.08384331133824775
wt,3,1085,3,0.7256385194737315,0.017524510435231594
wt,3,1090,2,0.693071530372019,0.084261709325202
wt,3,1090,3,0.7267113763619399,0.017276674238375506
wt,3,1095,2,0.7022471777110307,0.07853367331780922
wt,3,1095,3,0.7284534652969676,0.016879443771726368
wt,3,1100,2,0.7059498505018014,0.07628292501814725
wt,3,1100,3,0.7291011423907913,0.016733393561666043
wt,3,1105,2,0.7047912607271722,0.07698344560960996
wt,3,1105,3,0.7298295504426924,0.016570190786650757
wt,3,1110,2,0.7080376824942021,0.07502918469071519
wt,3,1110,3,0.7314243785540707,0.016216733593964413
wt,3,1115,2,0.715938157309902,0.07038542923901638
wt,3,1115,3,0.7320383590727706,0.016082068752919114
wt,3,1120,2,0.7152806153732841,0.07076585754384464
wt,3,1120,3,0.7323116968466085,0.01602236848190902
wt,3,1125,2,0.7147461280212636,0.07107590222108927
wt,3,1125,3,0.732985982137558,0.015875756315229233
wt,3,1130,2,0.7251317881446181,0.06518159881967893
wt,3,1130,3,0.7351591882690071,0.015409586423261267
wt,3,1135,2,0.7267974372594778,0.06426180557903835
wt,3,1135,3,0.7364137347257025,0.015144864268601274
wt,3,1140,2,0.7260450575333578,0.06467640591844055
wt,3,1140,3,0.7358682169697611,0.015259581335256182
wt,3,1145,2,0.7280305710606529,0.06358539709919574
wt,3,1145,3,0.7382759965389813,0.014757778061422809
wt,3,1150,2,0.7306232518341051,0.06217584453362753
wt,3,1150,3,0.7398470347880091,0.014436636649095336
wt,3,1155,2,0.7358285060677665,0.05939747752811265
wt,3,1155,3,0.742404642265138,0.013924312701428868
wt,3,1160,2,0.7399512839841758,0.05724569574967868
wt,3,1160,3,0.7430192819907621,0.013803112129748479
wt,3,1165,2,0.7456932975938397,0.054320576069158015
wt,3,1165,3,0.7453995625619881,0.013340697895610385
wt,3,1170,2,0.7484926081725642,0.05292480044909034
wt,3,1170,3,0.7473931140316762,0.012961841661234541
wt,3,1175,2,0.7485345315624904,0.052904047463115146
wt,3,1175,3,0.7476351500257318,0.012916363657686992
wt,3,1180,2,0.7499561681424568,0.05220293594738034
wt,3,1180,3,0.748866435119796,0.012686736235748623
wt,3,1185,2,0.7497104459328852,0.05232375419122892
wt,3,1185,3,0.7481287128320099,0.012823970688458511
wt,3,1190,2,0.7531701404403948,0.050636711208095174
wt,3,1190,3,0.7488231458757648,0.01269476055946645
wt,3,1195,2,0.7589694880629132,0.047876512112833405
wt,3,1195,3,0.7493857965623936,0.012590741420981655
wt,3,1200,2,0.7597310646370379,0.047520332563363264
wt,3,1200,3,0.7507870894353758,0.012334277106062875
wt,3,1205,2,0.7609560488829799,0.04695048427630646
wt,3,1205,3,0.7502314459471414,0.012435528522272867
wt,3,1210,2,0.7642247527400763,0.04544838206976616
wt,3,1210,3,0.751593075279632,0.012188436291251561
wt,3,1215,2,0.7698915651351091,0.04290777776294006
wt,3,1215,3,0.753053280784385,0.011927302539933975
wt,3,1220,2,0.7731325487186104,0.041490883472954876
wt,3,1220,3,0.7530483327020794,0.011928180735663273
wt,3,1225,2,0.776234627427193,0.0401592860008351
wt,3,1225,3,0.755458602347821,0.011505746430075844
wt,3,1230,2,0.7789404515108159,0.039017370118558374
wt,3,1230,3,0.7559087686488799,0.011428029168312924
wt,3,1235,2,0.7792984639019999,0.038867646340557324
wt,3,1235,3,0.7561992696094779,0.011378072859300856
wt,3,1240,2,0.7851615764384022,0.036460943303198906
wt,3,1240,3,0.7575479851047829,0.011148146792797136
wt,3,1245,2,0.7878149971440591,0.035399764883400825
wt,3,1245,3,0.75781754191653,0.01110258793178486
wt,3,1250,2,0.7862955009375647,0.0360053233217543
wt,3,1250,3,0.7590392353181632,0.010897743707587526
wt,3,1255,2,0.7868550381252618,0.03578166918871627
wt,3,1255,3,0.7585846360487983,0.01097365435197283
wt,3,1260,2,0.7921677959590195,0.03369662114562784
wt,3,1260,3,0.759154122640957,0.01087861799287704
wt,3,1265,2,0.7914944756180987,0.03395702050537762
wt,3,1265,3,0.7591555738145366,0.010878376561696265
wt,3,1270,2,0.7964970593087508,0.032048959969470034
wt,3,1270,3,0.7597795288442043,0.010774917961213633
wt,3,1275,2,0.8010267901550195,0.03037421238283846
wt,3,1275,3,0.7605049485769261,0.010655507423285618
wt,3,1280,2,0.8001804485791948,0.0306833114543866
wt,3,1280,3,0.7607502242698182,0.01061534430300638
wt,3,1285,2,0.8014855112247976,0.030207410353598543
wt,3,1285,3,0.7622391385393165,0.010373821268277888
wt,3,1290,2,0.803606487440812,0.029442846697056265
wt,3,1290,3,0.7623941887167309,0.010348894360560364
wt,3,1295,2,0.8064956927188548,0.02841897908898104
wt,3,1295,3,0.7627504293661732,0.010291782458933372
wt,3,1300,2,0.8081987462685312,0.027824956625491514
wt,3,1300,3,0.7632433544889436,0.010213123885097793
wt,3,1305,2,0.8096406736888568,0.027327511337400592
wt,3,1305,3,0.7625469218572111,0.01032438119818632
wt,3,1310,2,0.8107171130991104,0.026959435246475053
wt,3,1310,3,0.7625759859741112,0.01031972113643518
wt,3,1315,2,0.8127367320972961,0.026276404353991315
wt,3,1315,3,0.7625114983302655,0.010330062912893413
wt,3,1320,2,0.8141336987131375,0.02580970977486544
wt,3,1320,3,0.7631416806839758,0.010229313727275088
wt,3,1325,2,0.815713957742545,0.025287444807010753
wt,3,1325,3,0.7642699581803841,0.010050663721552819
wt,3,1330,2,0.8186101253127146,0.024345850216047616
wt,3,1330,3,0.7653318364752496,0.009884545106279279
wt,3,1335,2,0.8210152436143783,0.023579172822057813
wt,3,1335,3,0.7650710393561212,0.0099251632480167
wt,3,1340,2,0.8235040642316332,0.022800351197030767
wt,3,1340,3,0.7652345524170734,0.009899683000627922
wt,3,1345,2,0.8252046919069616,0.022276656175463528
wt,3,1345,3,0.7660179406672133,0.009778246534519188
wt,3,1350,2,0.8286779489382595,0.02122840546872776
wt,3,1350,3,0.7661198933053526,0.009762519991117066
wt,3,1355,2,0.8312389497545565,0.020473740154842903
wt,3,1355,3,0.7668758658697169,0.009646464244381762
wt,3,1360,2,0.8306202115282483,0.02065465107915173
wt,3,1360,3,0.7676730063767032,0.0095251454760055
wt,3,1365,2,0.8332987400670857,0.019877972105545014
wt,3,1365,3,0.7689068503211264,0.009339491022592662
wt,3,1370,2,0.8367852074945938,0.01889222277661679
wt,3,1370,3,0.7692752567225932,0.009284556134946009
wt,3,1375,2,0.8381106252792024,0.01852492910398952
wt,3,1375,3,0.7700270384734222,0.009173162157710397
wt,3,1380,2,0.840870502121614,0.017773240959398293
wt,3,1380,3,0.7696703382479385,0.009225897332146975
wt,3,1385,2,0.8422633476537316,0.01740058989762943
wt,3,1385,3,0.7698759594394788,0.009195471902949573
wt,3,1390,2,0.8429192375349821,0.017226663078900275
wt,3,1390,3,0.7706309352748427,0.00908436649313786
wt,3,1395,2,0.8430265388653297,0.017198303854529803
wt,3,1395,3,0.7711732406786819,0.009005145657448982
wt,3,1400,2,0.8461987678304882,0.016371890226121576
wt,3,1400,3,0.7716170783333034,0.008940673071415512
wt,3,1405,2,0.8470637942897155,0.016150553269740214
wt,3,1405,3,0.771906832818464,0.008898759123646665
wt,3,1410,2,0.8507282626615877,0.015231910825622464
wt,3,1410,3,0.7728733845418134,0.008759947528688646
wt,3,1415,2,0.851184692796893,0.015119634755967455
wt,3,1415,3,0.7736528087602469,0.008649129880079104
wt,3,1420,2,0.8502420236949244,0.015352041417781424
wt,3,1420,3,0.7735340361972188,0.008665952496272927
wt,3,1425,2,0.8508231383825291,0.015208533546966265
wt,3,1425,3,0.7737930840864262,0.008629291405566867
wt,4,290,2,0.9537651038463996,0.046234896153600435
wt,4,295,2,0.9943319539978676,0.00566804600213246
wt,4,300,2,0.9488343792506101,0.05116562074938986
wt,4,305,2,0.9338769066715091,0.06612309332849084
wt,4,310,2,0.9749502745230336,0.0250497254769664
wt,4,315,2,0.9908243447594618,0.009175655240538209
wt,4,320,2,0.9914100096503726,0.008589990349627395
wt,4,325,2,0.9856493906419238,0.014350609358076175
wt,4,330,2,0.9489539096442726,0.05104609035572739
wt,4,335,2,0.9552198343817501,0.04478016561824991
wt,4,340,2,0.23174198985598202,0.7075996569512872
wt,4,345,2,0.2888335204734882,0.6374250184368846
wt,4,350,2,0.18477799921954507,0.7660790672379864
wt,4,355,2,0.2325526411030944,0.7065957015245746
wt,4,360,2,0.48871517582632085,0.4034918581647351
wt,4,365,2,0.7720244624784217,0.07203499984394633
wt,4,370,2,0.5095747325538819,0.3017976213887055
wt,4,375,2,0.35866051048258785,0.4850778051976257
wt,4,380,2,-0.11004776101528849,0.8355947257159331
wt,4,385,2,-0.34547078208718696,0.5024098063747945
wt,4,390,2,-0.907792286581298,0.00471600992370584
wt,4,395,2,-0.896086530987712,0.006317112577413927
wt,4,395,3,0.19535997498142987,0.8046400250185701
wt,4,400,2,-0.7548900699599956,0.04980926814055811
wt,4,400,3,0.2951018057956048,0.7048981942043953
wt,4,405,2,-0.7384095910736181,0.05804529797566997
wt,4,405,3,0.40070290363026184,0.5992970963697382
wt,4,410,2,-0.7599132618319695,0.04743533761568026
wt,4,410,3,0.5551169993027765,0.3313999189078686
wt,4,415,2,-0.7306659481054106,0.06215277498102367
wt,4,415,3,0.583618984715422,0.3015688655279479
wt,4,420,2,-0.6611302338605533,0.10587021827211676
wt,4,420,3,0.6412467067457253,0.24358571055204567
wt,4,425,2,-0.6574594728854624,0.10851907246056822
wt,4,425,3,0.7220096220005142,0.1684162517519262
wt,4,430,2,-0.673464728745316,0.09721912365463432
wt,4,430,3,0.7219549458821853,0.1684644197246501
wt,4,435,2,-0.5440239118353983,0.20680398798842872
wt,4,435,3,0.7376573020251952,0.15479686001444268
wt,4,440,2,-0.4951669570680675,0.25852488821158753
wt,4,440,3,0.7483109449439039,0.14571813815240828
wt,4,445,2,-0.5020679570527453,0.25089446592835235
wt,4,445,3,0.7452902006297042,0.1482759951667671
wt,4,450,2,-0.6659308877864292,0.10245739822251074
wt,4,450,3,0.7522080436023605,0.1424375946951945
wt,4,455,2,-0.5847435664182502,0.16792153300289225
wt,4,455,3,0.46669254796208964,0.29110138949666353
wt,4,460,2,-0.5369375367314556,0.21396889789419674
wt,4,460,3,0.3184264462256553,0.44208147845189644
wt,4,465,2,-0.4835671124739771,0.2715854038651406
wt,4,465,3,0.3676904834028823,0.37019808324538184
wt,4,470,2,-0.5431085593513759,0.20772293767247033
wt,4,470,3,0.4034040976058162,0.32167100513614666
wt,4,475,2,-0.5505629241342963,0.20029605094338196
wt,4,475,3,0.4207389318732649,0.2992699810272779
wt,4,480,2,-0.5626464493520087,0.18853380308672638
wt,4,480,3,0.22707275266211963,0.5568295189962564
wt,4,485,2,-0.5448515768040445,0.20597474728643922
wt,4,485,3,0.2912450515476796,0.4470355147691444
wt,4,490,2,-0.5300268757054198,0.2210677265729282
wt,4,490,3,0.30330850982871227,0.42753553967742774
wt,4,495,2,-0.5086472431371728,0.24371781069813192
wt,4,495,3,0.3411551554384437,0.3689304820165498
wt,4,500,2,-0.4999492539714136,0.25322595344355325
wt,4,500,3,0.3457335059776796,0.36211548089340495
wt,4,505,2,-0.47137263427781384,0.2856280729385207
wt,4,505,3,0.370034442810092,0.32697487260137514
wt,4,510,2,-0.4267032703011514,0.3397109002138911
wt,4,510,3,0.40450678494835157,0.28019962382409214
wt,4,515,2,-0.38019868592141837,0.4001748812664722
wt,4,515,3,0.4126903260924091,0.26964014411064624
wt,4,520,2,-0.3185854678374936,0.4861765557966187
wt,4,520,3,0.42361813050183594,0.2558716446590894
wt,4,525,2,-0.29445037647365474,0.5215105261332607
wt,4,525,3,0.4434071342770613,0.2319153260761141
wt,4,530,2,-0.34111776528534427,0.45399637943787863
wt,4,530,3,0.47076988795633357,0.20089048700960396
wt,4,535,2,-0.30635765973819085,0.5039700114277512
wt,4,535,3,0.47853216153748246,0.19253713053538898
wt,4,540,2,-0.33121962091650925,0.46803343244946477
wt,4,540,3,0.47732138242462196,0.19382702996525175
wt,4,545,2,-0.3571206809954286,0.4316420317255416
wt,4,545,3,0.4875675149265128,0.18306417583490975
wt,4,550,2,-0.3123349736391176,0.4952438087539538
wt,4,550,3,0.1818706588563593,0.6150582237987101
wt,4,555,2,-0.29782851651955683,0.5165132491285829
wt,4,555,3,0.20555731299704078,0.5688662428404765
wt,4,560,2,-0.26309893953700747,0.5686463198176568
wt,4,560,3,0.2479304595746434,0.48977841774341824
wt,4,565,2,-0.2809790175438535,0.5415996476122775
wt,4,565,3,0.2856792693630256,0.4236293511295034
wt,4,570,2,-0.3347981543283574,0.46294032445168787
wt,4,570,3,0.3233472391419624,0.362107135423796
wt,4,575,2,-0.3300307497698152,0.4697300002787096
wt,4,575,3,0.3401963249888805,0.33613122578383303
wt,4,580,2,-0.2795103914310442,0.5438049937852805
wt,4,580,3,0.3398701001510989,0.3366248290307208
wt,4,585,2,-0.22925704738708097,0.6209479121257465
wt,4,585,3,0.34970093922755324,0.32191381196027996
wt,4,590,2,-0.22861912180121335,0.6219468712967492
wt,4,590,3,0.35792747202728153,0.30986592946013886
wt,4,595,2,-0.2312757748789458,0.6177897404071758
wt,4,595,3,0.3641560027791533,0.3009047837944287
wt,4,600,2,-0.20815712573935718,0.6542273071084062
wt,4,600,3,0.37593819285566304,0.28433570205291697
wt,4,605,2,-0.19205337746232895,0.6799395550500662
wt,4,605,3,0.3776747469036841,0.28193618555851635
wt,4,610,2,-0.17143285463920535,0.7132242510319566
wt,4,610,3,0.38876013085858657,0.2668783844712333
wt,4,615,2,-0.18837036278629607,0.6858557856700893
wt,4,615,3,0.4054022428608763,0.2451218873675375
wt,4,620,2,-0.19997783223645296,0.6672545238106453
wt,4,620,3,0.4163233968434761,0.23140304928550082
wt,4,625,2,-0.20017337424663026,0.6669422933623095
wt,4,625,3,0.42285891095130207,0.22340619978949242
wt,4,630,2,-0.1893573399272926,0.684269086062453
wt,4,630,3,0.43937225360677273,0.20391331380640026
wt,4,635,2,-0.12866585031124725,0.7833736126984484
wt,4,635,3,0.44953075785129265,0.192430391240662
wt,4,640,2,-0.12076040743415516,0.7964823221260011
wt,4,640,3,0.4533254657630704,0.18824039438480716
wt,4,645,2,-0.17830552253845988,0.7020879713247768
wt,4,645,3,0.46536735463711665,0.1753021150609963
wt,4,650,2,-0.1801489798148153,0.6991079978308039
wt,4,650,3,0.4782806264271877,0.16203148974835957
wt,4,655,2,-0.17228934854545566,0.7118341637264254
wt,4,655,3,0.49923010989849637,0.14182486972465458
wt,4,660,2,-0.15555561824170516,0.7391039876676156
wt,4,660,3,0.5074183176501804,0.1343686736786376
wt,4,665,2,-0.1528269323521394,0.7435721291659694
wt,4,665,3,0.5159885757027284,0.12682822354908077
wt,4,670,2,-0.15352388674879436,0.7424303386233386
wt,4,670,3,0.5299279007410705,0.11513490783066067
wt,4,675,2,-0.1333947043481858,0.7755515397065827
wt,4,675,3,0.5420625099933251,0.1055248814717482
wt,4,680,2,-0.10984832560233662,0.8146387720363838
wt,4,680,3,0.5494500567279761,0.09993060364755049
wt,4,685,2,-0.12357695290853934,0.7918074577607503
wt,4,685,3,0.5599449019363656,0.09231260876253918
wt,4,690,2,-0.12168755190693846,0.7949429199903935
wt,4,690,3,0.5679643208602292,0.08674886202110929
wt,4,695,2,-0.11043324247998108,0.8136638002899097
wt,4,695,3,0.575637561983378,0.0816312704385195
wt,4,700,2,-0.11497026877747048,0.8061078058838614
wt,4,700,3,0.5809263255503496,0.07821991341795194
wt,4,705,2,-0.09161536367980154,0.8451208207756983
wt,4,705,3,0.5876625792768241,0.07401032443796311
wt,4,710,2,-0.08040233435590766,0.8639455188966751
wt,4,710,3,0.6012684040917623,0.06596323881956591
wt,4,715,2,-0.049621671618444996,0.9158633085357778
wt,4,715,3,0.6066838165750963,0.06292694394053965
wt,4,720,2,-0.017369598242416514,0.9705169022271543
wt,4,720,3,0.6099227973181304,0.061155561042272745
wt,4,725,2,-0.048807259082610195,0.9172408780460142
wt,4,725,3,0.6133039426448588,0.0593417582953004
wt,4,730,2,-0.04925316559843291,0.9164866116897112
wt,4,730,3,0.6243090478242144,0.05368464167176777
wt,4,735,2,-0.03787516733432455,0.9357472282720007
wt,4,735,3,0.6275779798732266,0.05207590525166402
wt,4,740,2,-0.035674723650830575,0.939475239799396
wt,4,740,3,0.6312571965639824,0.05030392453336725
wt,4,745,2,-0.02460827897304161,0.9582363361486194
wt,4,745,3,0.6328097504260921,0.04956838234591828
wt,4,750,2,-0.011605881642911988,0.9802985703068943
wt,4,750,3,0.6373632166476546,0.04745251398243236
wt,4,755,2,0.0165149598464508,0.971967156650166
wt,4,755,3,0.643713332853359,0.044603726606236425
wt,4,760,2,0.028694598799352634,0.9513065884866007
wt,4,760,3,0.6440059384603172,0.044475290087466986
wt,4,765,2,0.03815854248641654,0.9352671982281959
wt,4,765,3,0.6438264626180753,0.04455403993918439
wt,4,770,2,0.04374340364337005,0.9258099199213401
wt,4,770,3,0.6459072430216568,0.043646759235292605
wt,4,775,2,0.036809501272451625,0.9375525761168177
wt,4,775,3,0.6501971994899138,0.04181547788878622
wt,4,780,2,0.03763312628656835,0.9361572516929676
wt,4,780,3,0.6524861361400971,0.04085983700272549
wt,4,785,2,0.04677663969924373,0.9206763587864563
wt,4,785,3,0.6522731944353436,0.04094811528024209
wt,4,790,2,0.052040166919191756,0.9117734487073014
wt,4,790,3,0.6572537494923714,0.038916725601239516
wt,4,795,2,0.05790362728381678,0.9018644583845279
wt,4,795,3,0.657997707094868,0.0386192445786632
wt,4,800,2,0.08406461839107196,0.8577912011505904
wt,4,800,3,0.6626938550362442,0.03677675352826515
wt,4,805,2,0.09553274233352527,0.8385576400380856
wt,4,805,3,0.6642108242705439,0.036194520811356594
wt,4,810,2,0.09571777080391586,0.8382478245659575
wt,4,810,3,0.6680937251469524,0.03473267977434441
wt,4,815,2,0.10636161761221039,0.8204545222061284
wt,4,815,3,0.6719949158810129,0.03330476319920362
wt,4,820,2,0.11439570788837891,0.8070640310538184
wt,4,820,3,0.6758019334325747,0.03195024250724169
wt,4,825,2,0.11411662907980057,0.8075285628935207
wt,4,825,3,0.6816426475246656,0.029945729122467738
wt,4,830,2,0.11911772848451684,0.7992110618045454
wt,4,830,3,0.6850471317520778,0.028817794004400314
wt,4,835,2,0.13194937698385145,0.7779407053315366
wt,4,835,3,0.6886234738187808,0.02766452581172338
wt,4,840,2,0.16302773670663986,0.726898737872554
wt,4,840,3,0.6912807268851062,0.026828356163403642
wt,4,845,2,0.17716213789419538,0.7039377957046753
wt,4,845,3,0.693414476654208,0.02616957113423336
wt,4,850,2,0.18439068806011483,0.6922629164684713
wt,4,850,3,0.6996326768416367,0.02431309269785535
wt,4,855,2,0.19770118147859905,0.6708925502074028
wt,4,855,3,0.7031485090794172,0.02330452203183574
wt,4,860,2,0.2193976293193112,0.6364381798393944
wt,4,860,3,0.7067895690817868,0.022290758610781326
wt,4,865,2,0.21977232714224382,0.6358475212178105
wt,4,865,3,0.7072199754425458,0.02217296744797669
wt,4,870,2,0.22472728647869017,0.628051234935653
wt,4,870,3,0.7094794187268899,0.021561644786322446
wt,4,875,2,0.2379641589982687,0.6073597651295058
wt,4,875,3,0.7100656848315882,0.021404943143244495
wt,4,880,2,0.2435252271759602,0.5987277777654498
wt,4,880,3,0.7110399363120075,0.021146278393444306
wt,4,885,2,0.2512138321021417,0.58685482890908
wt,4,885,3,0.7136786003344926,0.020456558474920773
wt,4,890,2,0.2533483446784698,0.5835715512785601
wt,4,890,3,0.7170000800032786,0.01961065659737951
wt,4,895,2,0.265654963423602,0.5647539754343618
wt,4,895,3,0.7197249755485595,0.01893501084090188
wt,4,900,2,0.2842859217452561,0.5366447372960903
wt,4,900,3,0.7212126238899114,0.018573033593559617
wt,4,905,2,0.2886000035541382,0.5302035626727714
wt,4,905,3,0.7245705942173541,0.01777364770773089
wt,4,910,2,0.3051739848610224,0.5057043670053553
wt,4,910,3,0.7244676045592846,0.017797803439280734
wt,4,915,2,0.30420834166824445,0.5071207923631009
wt,4,915,3,0.7246864078419172,0.017746511361694497
wt,4,920,2,0.3064442874354646,0.5038431635865641
wt,4,920,3,0.7252647748103898,0.017611424103468675
wt,4,925,2,0.3162319111667312,0.48958373626026214
wt,4,925,3,0.7271220523740433,0.017182453377000948
wt,4,930,2,0.3215185269427582,0.4819423757579748
wt,4,930,3,0.7305996178961297,0.01639886109476437
wt,4,935,2,0.33757265605714626,0.45900569603157054
wt,4,935,3,0.7314325285548461,0.01621494092804501
wt,4,940,2,0.3478985174013986,0.444472357651499
wt,4,940,3,0.733415702876874,0.015782809487893533
wt,4,945,2,0.3382127547886967,0.4580997125328634
wt,4,945,3,0.7346449416403106,0.015519023295476086
wt,4,950,2,0.33759883359436477,0.45896863183475944
wt,4,950,3,0.7369172121656261,0.015039522591982749
wt,4,955,2,0.3504215759048233,0.44094798069788316
wt,4,955,3,0.7374690240887395,0.014924655952555392
wt,4,960,2,0.3571587245418741,0.4315894007292166
wt,4,960,3,0.740508260935581,0.014302943617106207
wt,4,965,2,0.367344131133128,0.4175876651348981
wt,4,965,3,0.7416546810824035,0.014073201948366343
wt,4,970,2,0.3781928498940958,0.40287271355167725
wt,4,970,3,0.7429780493263992,0.013811219626075837
wt,4,975,2,0.3855957406419273,0.3929517541873289
wt,4,975,3,0.7438177305705859,0.01364676980452376
